code,species,laboratory_species,Penicillin,Ceftriaxone,Vancomycin,Piperacillin-Tazobactam,Ciprofloxacin,Cefepime,Cotrimoxazole,Meropenem,Moxifloxacin,Amoxicillin-Clavulanic acid,Colistin,Tobramycin,Ceftazidime,Ceftolozane-Tazobactam,Ceftazidime-Avibactam,Ceftobiprole,Quinolones,Tigecycline,Levofloxacin,Fosfomycin,Amikacin,Imipenem,Minocycline,Gentamicin,Ceftarolin,Ampicillin-Sulbactam,Gentamicin_high_level,Aztreonam,Clindamycin,Amoxicillin,Metronidazole,Daptomycin,Ampicillin-Amoxicillin,Caspofungin,Voriconazole,Posaconazole,Amphotericin B,Itraconazole,Fluconazole,Erythromycin,Doxycycline,Isavuconazole,Anidulafungin,5-Fluorocytosine,Micafungin,Tetracycline,Azithromycin,Ertapenem,Fosfomycin-Trometamol,Norfloxacin,Cefpodoxime,Nitrofurantoin,Aminoglycosides,Chloramphenicol,Rifampicin_1mg-l,Rifampicin,Linezolid,Amoxicillin-Clavulanic acid_uncomplicated_HWI,Strepomycin_high_level,Teicoplanin,Cefuroxime,Penicillin_with_endokarditis,Penicillin_without_endokarditis,Meropenem_with_meningitis,Meropenem_without_meningitis,Cefazolin,Oxacillin,Fusidic acid,Streptomycin,Isoniazid_.1mg-l,Pyrazinamide,Ethambutol_5mg-l,Cefixime,Mupirocin,Vancomycin_GRD,Teicoplanin_GRD,Cefoxitin_screen,Penicillin_with_meningitis,Clarithromycin,Penicillin_with_other_infections,Penicillin_with_pneumonia,Meropenem_with_pneumonia
0e14ef3f-a44d-4ef6-9ff9-953994a43ffd_MALDI1,Bacteroides vulgatus,Bacteroides vulgatus/dorei,-,-,-,I,-,-,-,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
c5859cac-cd0c-4268-83cc-5297ae5ae280_MALDI1,Staphylococcus haemolyticus,Staphylococcus haemolyticus,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7e3f00c8-7dd2-4bee-8d7e-b7c85bf04ff0_MALDI1,Bifidobacterium pseudocatenulatum,Bifidobacterium species,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0ddae5da-3ae4-452b-98e2-2e55b5aa2a17_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6a2dd0d8-1efa-47bb-b7fb-afaed848337e_MALDI1,Escherichia coli,Escherichia coli,-,R,-,S,R,I,S,S,-,R,S,S,S,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4728480a-68bf-4c93-9498-3e6d32849461_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
06dbba57-eb0e-41e9-8c10-85e1d3d078db_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8422782d-e0cf-402f-88d6-1fed4d004919_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,R,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
b03ad419-ad29-46a6-a7cb-f86cf3289a71_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d9e9a42d-312c-4652-9378-ecef62fc52fb_MALDI1,Escherichia coli,Escherichia coli,-,R,-,S,R,I,S,S,-,R,S,S,S,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1c4f2566-6262-4c69-917f-4404db4e075c_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,-,-,S,-,R,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
b484f8bd-cd74-41ff-971f-de5cabb31110_MALDI1,Serratia marcescens,Serratia marcescens,-,R,-,S,R,S,-,S,-,R,R,S,R,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90af5d73-2762-470c-bfc6-847014443e87_MALDI1,Serratia marcescens,Serratia marcescens,-,R,-,S,R,S,-,S,-,R,R,S,R,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4ea11532-3611-470c-843b-bb0c1c4d9502_MALDI1,Enterococcus faecium,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,-,-,R,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ee0e5502-19b0-4f89-8ea9-8fef14972f0a_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,R,S,R,-,R,-,-,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10ce9046-bee4-4c58-8af5-8121f201c8f2_MALDI1,Enterococcus faecium,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,-,-,R,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7260ce9a-8030-4932-ad02-c5bd630cfafe_MALDI1,Bacillus thuringiensis,Bacillus cereus-Gruppe,R,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6120c1a8-be02-4e71-8220-c008a2f0483d_MALDI1,Bifidobacterium dentium,Bifidobacterium dentium,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51cd7e27-8297-45f9-88fe-c0b3e77eea00_MALDI1,Staphylococcus aureus,Staphylococcus aureus,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
5901d634-3f5e-4d67-856f-47d28f246b3c_MALDI1,Staphylococcus aureus,Staphylococcus aureus,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
de0a74bb-ff87-428a-b889-29c11434cd29_MALDI1,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,I,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
a9819ad8-5672-455b-ae7e-922b842c545b_MALDI1,Staphylococcus aureus,Staphylococcus aureus,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,S,S,-,-,-,-,S,S,S,-,-,-,-,-,S,-,-,-,-,-,-,-,-
357a596c-4a50-4859-800d-58ee8ff13c77_MALDI1,Morganella morganii,Morganella morganii,-,S,-,S,S,S,S,S,-,R,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3331973a-dced-4afe-adc3-5e38d0ca08a6_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73cae543-1c89-497d-a16f-3322558f9e61_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fc214471-a34f-44dd-8a7e-0a0c455ada5f_MALDI1,Enterococcus faecium,Enterococcus faecium,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,-,-,R,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70d55d05-b7b5-49af-b7f3-123717f924bf_MALDI1,Enterobacter cloacae,Enterobacter cloacae-Gruppe,-,R,-,R,S,S,S,S,-,R,S,S,R,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9539b2d7-c969-49b5-9e19-ff1514dfae3e_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,R,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3212c784-8fe4-406a-b74d-a629154b353e_MALDI1,Enterobacter cloacae,Enterobacter cloacae-Gruppe,-,R,-,R,S,S,S,S,-,R,S,S,R,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4326bcf6-6d27-4c11-b314-09e82ef6c7a4_MALDI1,Proteus mirabilis,Proteus mirabilis,-,S,-,S,S,S,S,S,-,S,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
021338db-039b-4426-ae69-a8f5e792c28d_MALDI1,Streptococcus anginosus,Streptococcus anginosus,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95a7d540-2ed7-4686-9255-1700e932dea0_MALDI1,Enterococcus faecium,Enterococcus faecium,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,-,-,R,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9383bcb6-c6f9-45ca-9e1d-cb6185c01f50_MALDI1,Streptococcus anginosus,Streptococcus anginosus,S,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5bd32f56-a0d8-465f-8228-6dcd2c21536f_MALDI1,Escherichia coli,-,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f46510aa-82c8-4998-9c8b-da9369d574ca_MALDI1,Escherichia coli,-,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69163927-5a66-46a2-83c3-3b62239009c2_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14bb0c4c-4f13-4e39-a720-d84dbf4233ec_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,R,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
efdea9b5-2649-42bd-bbbd-23e92fae529b_MALDI1,Klebsiella variicola,Klebsiella variicola,-,S,-,S,R,S,S,S,-,S,S,S,S,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
edb9251f-84a0-4b55-9a10-ba3d5df816ff_MALDI1,Klebsiella variicola,Klebsiella variicola,-,S,-,S,R,S,S,S,-,S,S,S,S,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85f7f261-6393-4625-aa47-b535d90fd555_MALDI1,Escherichia coli,Escherichia coli,-,R,-,S,R,I,R,S,-,S,S,S,R,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
caac74bb-f4d3-4bcb-8d8e-73058e5c0898_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,S,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d8b29bf8-c17b-4883-996f-08c0b9bcd157_MALDI1,Staphylococcus epidermidis,Staphylococcus epidermidis,R,R,S,R,R,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,R,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
296ab8a2-2797-4fa8-ae86-5a972a965517_MALDI1,Escherichia coli,-,-,S,-,S,R,S,S,S,-,S,S,S,S,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bec8619f-b087-4e6d-a7c8-91dd2b2b27bf_MALDI1,Citrobacter freundii,Citrobacter freundii-Gruppe,-,S,-,S,S,S,S,S,-,R,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2ae94b30-e3d5-4f78-8109-cf6c7c43b159_MALDI1,Escherichia coli,Escherichia coli,-,R,-,R,R,R,R,S,-,R,S,S,R,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
d9600de2-3149-4313-a163-a71e7c93d618_MALDI1,Enterococcus faecium,Enterococcus faecium,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,-,-,R,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,S,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10466f89-c7ff-4fba-b7b5-7659527641e2_MALDI1,Escherichia coli,Escherichia coli,-,R,-,R,R,R,R,S,-,R,S,S,R,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1b4682a1-e213-4a8b-9d0d-cec93b74bdb3_MALDI1,Escherichia coli,-,-,S,-,S,R,S,S,S,-,S,S,S,S,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
f1838020-8678-44aa-8b49-0528e663b734_MALDI1,Escherichia coli,Escherichia coli,-,R,-,S,R,I,R,S,-,S,S,S,R,-,-,-,-,-,R,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,R,R,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9e029be6-fe6c-4635-aaf5-5440e9996b96_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fe73e1e0-826d-45b9-9ea8-e24e0c183c19_MALDI1,Proteus mirabilis,Proteus mirabilis,-,S,-,S,S,S,S,S,-,S,R,S,S,-,-,-,-,-,S,-,S,I,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7dce1193-f102-4251-8dc4-3704edf7ff6c_MALDI1,Pseudomonas aeruginosa,Pseudomonas aeruginosa,-,-,-,S,S,S,-,S,-,-,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1e43cf8b-9cd3-462b-94db-c3cbfbdee6ed_MALDI1,Escherichia coli,Escherichia coli,-,S,-,S,S,S,S,S,-,R,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8123c112-001b-4570-86f3-2fa2537c5a30_MALDI1,Enterobacter cloacae,Enterobacter cloacae-Gruppe,-,R,-,R,S,S,S,S,-,R,S,S,R,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
73a1d6e6-14a4-470d-ae4c-06580ac1c9fd_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,I,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7e2b2a81-6e47-44d3-b35e-1a7d43f6201c_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,I,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fb5c9c9c-7196-49b7-b34a-b4c4e611c63a_MALDI1,Klebsiella pneumoniae,Klebsiella pneumoniae,-,S,-,I,S,S,S,S,-,S,S,S,S,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
be6077ef-05c2-4885-9550-13743ce30197_MALDI1,Staphylococcus hominis,Staphylococcus hominis,R,S,S,S,S,S,S,S,-,S,-,-,-,-,-,-,-,S,-,-,-,S,-,S,-,-,-,-,S,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,S,-,-,-,-,S,S,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
e70ee71f-c361-4978-8f15-d26ec3686594_MALDI1,Staphylococcus hominis,Staphylococcus hominis,R,R,S,R,S,R,R,R,-,R,-,-,-,-,-,-,-,S,-,-,-,R,-,S,-,-,-,-,R,-,-,S,R,-,-,-,-,-,-,R,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,S,S,-,-,-,R,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-
72107a9d-88d6-476f-b9af-3b87edcd8e37_MALDI1,Escherichia coli,Escherichia coli,-,R,-,-,S,S,S,S,-,R,S,S,R,-,-,-,-,-,S,-,S,S,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
